title,url,price_numeric,municipality,condition,ad_type,property_type,rooms,square_m2,equipment,level,heating,price_per_m2
AD COMPANY izdaje: stan Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/69704808,1100.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,63.0,Namješten,3,Plin,17.46031746031746
NN Nekretnine: Dvosoban stan - Mejtaš - Centar - [Iznajmljivanje],https://olx.ba/artikal/56774889,1100.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,2.0,54.0,Namješten,2,Struja,20.37037037037037
Adaptiran nenamješten stan od 84m2 u ulici Ćemaluša kod BKCa. - [Iznajmljivanje],https://olx.ba/artikal/70904162,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,84.0,Nenamješten,3,Plin,13.095238095238097
Centar/Mejtaš - Trosoban stan - 65m2 - CCA - [Iznajmljivanje],https://olx.ba/artikal/71657392,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Centralno (gradsko),16.923076923076923
Trosoban stan 64m2 - Centar Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/70589022,1100.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,64.0,Namješten,5,Centralno (gradsko),17.1875
Stan Ilidža - Mala Aleja - [Iznajmljivanje],https://olx.ba/artikal/66500421,1100.0,Ilidža,Renoviran,Iznajmljivanje,Stan,3.0,68.0,Namješten,4,Centralno (gradsko),16.176470588235293
Stan Socijalno Sarajevo Tower sa garažom - [Iznajmljivanje],https://olx.ba/artikal/71722435,1100.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,62.0,Namješten,3,Centralno (gradsko),17.741935483870968
Stan Sarajevo - Novo Sarajevo 63m2 - [Iznajmljivanje],https://olx.ba/artikal/70788789,1100.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,63.0,Namješten,3,Plin,17.46031746031746
Trosoban stan najam Breka Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/64742333,1100.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,75.0,Namješten,0,Centralno (Plin),14.666666666666666
"Dvosoban stan, Čengić Vila, 53m2 (režije uključene) - [Iznajmljivanje]",https://olx.ba/artikal/71523263,1100.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,2.0,53.0,Namješten,4,Centralno (gradsko),20.75471698113208
"PROSTOR izdaje: Trosoban stan, 78m2, Grbavica - [Iznajmljivanje]",https://olx.ba/artikal/71045076,1100.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,3.0,78.0,Namješten,2,Centralno (gradsko),14.102564102564102
"Trosoban stan 55 m2, Centar, pogled na Narodno pozoriste - [Iznajmljivanje]",https://olx.ba/artikal/71766893,1100.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,55.0,Namješten,6,Struja,20.0
Dvoiposoban stan najam Mejtaš Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71399733,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Centralno (gradsko),16.923076923076923
MY SPACE/ Stan/ Socijalno/ NOVOGRADNJA/ NAMJESTEN/ 63 m2 - [Iznajmljivanje],https://olx.ba/artikal/70863810,1100.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,63.0,Namješten,3,Centralno (Plin),17.46031746031746
TROSOBAN STAN sa balkonom/Mejtaš/NAJAM - [Iznajmljivanje],https://olx.ba/artikal/71611287,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Ostalo,16.923076923076923
"AURA/ Stan 120m2 / 3+1 / Centar, Marijin Dvor - [Iznajmljivanje]",https://olx.ba/artikal/66027294,1100.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,121.0,Namješten,2,Plin,9.090909090909092
Stanovi i apartmani Sarajevo - Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/71154341,1100.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,61.5,Namješten,2,Centralno (gradsko),17.88617886178862
Centar Mejtaš trosoban namješten renoviran stan 65m2 - [Iznajmljivanje],https://olx.ba/artikal/71177533,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Centralno (gradsko),16.923076923076923
"Nov, renoviran, namješten dvosoban stan, Pofalići - [Iznajmljivanje]",https://olx.ba/artikal/70484433,1100.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,55.0,Namješten,16,Centralno (gradsko),20.0
Stan Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71634049,1100.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,64.0,Namješten,18,Centralno (gradsko),17.1875
Novogradnja Dolac Malta trosoban dvoetažni stan 63m2 - [Iznajmljivanje],https://olx.ba/artikal/71171730,1100.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,63.0,Namješten,3,Centralno (Plin),17.46031746031746
"Šakić, Stup, Tibra, Gasprom pompa, stan 86m2 - [Iznajmljivanje]",https://olx.ba/artikal/71427300,1100.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,4.0,86.0,Namješten,7,Struja,12.790697674418604
Novorenoviran Stan / Novo Sarajevo / 60m2 - [Iznajmljivanje],https://olx.ba/artikal/39856678,1150.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,60.0,Namješten,13,Struja,19.166666666666668
NN Nekretnine : Dvosoban stan - Mis Irbina - Centar - [Iznajmljivanje],https://olx.ba/artikal/71740738,1150.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,51.0,Polunamješten,0,Plin,22.54901960784314
MY SPACE/ LUX stan/ Vraca/ NAMJESTEN/ 48m2 - [Iznajmljivanje],https://olx.ba/artikal/70753974,1200.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,48.0,Namješten,2,Struja,25.0
Kovačići / Namješten trosoban stan 86m2 / Parking - [Iznajmljivanje],https://olx.ba/artikal/70584036,1200.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,86.0,Namješten,1,Plin,13.953488372093023
Pofalici - Trosoban stan i garaža CCA 80m2 - [Iznajmljivanje],https://olx.ba/artikal/63383244,1200.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,80.0,Namješten,7,Centralno (gradsko),15.0
BAULAND/ Renoviran četverosoban stan 100m2/ Ilidža - [Iznajmljivanje],https://olx.ba/artikal/71783507,1200.0,Ilidža,Renoviran,Iznajmljivanje,Stan,4.0,100.0,Namješten,2,Struja,12.0
Novogradnja Avenija Otoka dvosoban stan 57m2 sa garažom - [Iznajmljivanje],https://olx.ba/artikal/64753782,1200.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,57.0,Namješten,6,Centralno (Kotlovnica),21.05263157894737
Trosoban Stan Skenderija-80m2-Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/66073648,1200.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,80.0,Namješten,2,Struja,15.0
Luksuzno opremljen stan sa garazom - Otoka (najam) - [Iznajmljivanje],https://olx.ba/artikal/67355561,1200.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,59.0,Namješten,9,Struja,20.338983050847457
"100905 Dvosoban stan za najam sa garažom, Sarajevo Tower - [Iznajmljivanje]",https://olx.ba/artikal/71236637,1200.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,67.3,Namješten,11,Centralno (gradsko),17.830609212481427
"PROSTOR izdaje: Trosoban stan sa terasom i balkonom, Bistrik - [Iznajmljivanje]",https://olx.ba/artikal/69840108,1200.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,100.0,Namješten,2,Plin,12.0
Četverosoban stan - Novi grad - Aerodromsko naselje - 104 m2 - [Iznajmljivanje],https://olx.ba/artikal/69555370,1200.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,4.0,104.0,Namješten,0,Centralno (Plin),11.538461538461538
Novogradnja Avenija Otoka potpuno nov trosoban stan 49m2 - [Iznajmljivanje],https://olx.ba/artikal/66395566,1200.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,49.0,Namješten,4,Struja,24.489795918367346
Dvosoban stan sa garažnim mjestom / Sarajevo Tower-Socijalno - [Iznajmljivanje],https://olx.ba/artikal/55925466,1200.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,67.0,Namješten,11,Centralno (gradsko),17.91044776119403
Stan Sarajevo - Centar 64m2 - [Iznajmljivanje],https://olx.ba/artikal/71847113,1200.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,1.0,64.0,Namješten,9,Centralno (gradsko),18.75
Trosoban namješten stan - Novo Sarajevo - Grbavica - 57 m2 - [Iznajmljivanje],https://olx.ba/artikal/71579253,1200.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,57.0,Namješten,1,Centralno (Plin),21.05263157894737
Stan Sarajevo - Centar 67m2 - [Iznajmljivanje],https://olx.ba/artikal/71742727,1200.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,67.0,Namješten,2,Centralno (Plin),17.91044776119403
Sarajevo Tower dvosoban stan - [Iznajmljivanje],https://olx.ba/artikal/71576900,1200.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,60.0,Namješten,16,Centralno (gradsko),20.0
Stan Ilidža 90m2 SA SVIM REŽIJAMA i TROŠKOVIMA - [Iznajmljivanje],https://olx.ba/artikal/71575988,1200.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,90.0,Namješten,4,Ostalo,13.333333333333334
Stan Skenderija Centar Sarajevo 76 m2 - [Iznajmljivanje],https://olx.ba/artikal/70739318,1200.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,76.0,Namješten,2,Struja,15.789473684210526
Sarajevo Tower dvosoban namješten stan -Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71753092,1200.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,60.0,Namješten,16,Centralno (Kotlovnica),20.0
GRUNT - Najam Sarajevo - Stari Grad Karpuzova 93 m2 - [Iznajmljivanje],https://olx.ba/artikal/70990502,1200.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,4.0,93.0,Namješten,3,Plin,12.903225806451612
Trosoban stan I Avenija I Novi Grad Otoka Novogradnja - [Iznajmljivanje],https://olx.ba/artikal/63805577,1200.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,50.0,Namješten,5,Struja,24.0
Iznajmljujem trosoban stan u Sokolovic Koloniji - [Iznajmljivanje],https://olx.ba/artikal/71629043,1200.0,Ilidža,Renoviran,Iznajmljivanje,Apartman,3.0,90.0,Namješten,2,Struja,13.333333333333334
Stan Sarajevo - Centar 70m2 - [Iznajmljivanje],https://olx.ba/artikal/71742551,1200.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,70.0,Namješten,2,Struja,17.142857142857142
Stan Sarajevo - Grbavica - [Iznajmljivanje],https://olx.ba/artikal/71633671,1200.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,64.0,Namješten,18,Centralno (gradsko),18.75
Stan Sarajevo - Centar - Mejtaš - 70m2 - [Iznajmljivanje],https://olx.ba/artikal/70962299,1200.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,70.0,Namješten,2,Plin,17.142857142857142
MY SPACE/ Stan/ Grbavica/ RENOVIRAN/ NAMJESTEN/ 78 m2 - [Iznajmljivanje],https://olx.ba/artikal/71354623,1200.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,78.0,Namješten,2,Centralno (gradsko),15.384615384615383
NN Nekretnine : Trosoban stan - Vrtovi Sunca - Centar - [Iznajmljivanje],https://olx.ba/artikal/71785933,1200.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,83.0,Namješten,2,Centralno (Plin),14.457831325301203
Stanovi i apartmani Sarajevo - Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/71593529,1200.0,Sarajevo - Stari Grad,Novogradnja,Iznajmljivanje,Stan,2.0,75.0,Namješten,0,Plin,16.0
"PROSTOR izdaje: Trosoban stan, Centar - [Iznajmljivanje]",https://olx.ba/artikal/71380220,1200.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,56.0,Namješten,2,Ostalo,21.428571428571427
Dvosoban stan Otoka Avenija Sarajevo - Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/70873744,1250.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,51.0,Namješten,7,Struja,24.50980392156863
"Izdajem stan, Bulevar, Lamela C, Premium 44m2 - [Iznajmljivanje]",https://olx.ba/artikal/69116412,1250.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,44.0,Namješten,4,Centralno (Kotlovnica),28.40909090909091
"Kompletno namješten trosoban stan, Skenderija - [Iznajmljivanje]",https://olx.ba/artikal/69489864,1250.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,80.0,Namješten,2,Centralno (Plin),15.625
Trosoban stan sa garažom - Avenija Otoka - [Iznajmljivanje],https://olx.ba/artikal/71418229,1300.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,50.0,Namješten,11,Struja,26.0
"PROSTOR izdaje: Trosoban stan, Stari Grad - [Iznajmljivanje]",https://olx.ba/artikal/67847238,1300.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,100.0,Namješten,2,Plin,13.0
"PROSTOR izdaje: Dvosoban stan, 72m2, Centar - [Iznajmljivanje]",https://olx.ba/artikal/69426950,1300.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,72.0,Namješten,4,Plin,18.05555555555556
Moderno adaptiran dvoiposoban stan Džidžikovac/Centar 71m2 - [Iznajmljivanje],https://olx.ba/artikal/69431444,1300.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,71.0,Namješten,4,Centralno (Plin),18.309859154929576
Dvosoban stan Pofalići Sarajevo Tower - [Iznajmljivanje],https://olx.ba/artikal/71095806,1300.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,57.0,Namješten,12,Centralno (gradsko),22.80701754385965
Novogradnja Avenija Otoka trosoban potpuno nov stan - [Iznajmljivanje],https://olx.ba/artikal/71608673,1300.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,55.0,Namješten,5,Struja,23.63636363636364
"Centar, komforan i namjesten stan od 72 m2! - [Iznajmljivanje]",https://olx.ba/artikal/54073602,1300.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,72.0,Namješten,4,Plin,18.05555555555556
Stan Baščaršija-Sarajevo-Stari Grad sa #PARKINGOM# - [Iznajmljivanje],https://olx.ba/artikal/48781768,1300.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,2.0,71.0,Namješten,2,Plin,18.309859154929576
MY SPACE/ Stan/ Dzidzikovac/ RENOVIRAN/ NAMJESTEN/ 71 m2 - [Iznajmljivanje],https://olx.ba/artikal/69489967,1300.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,71.0,Namješten,4,Centralno (Plin),18.309859154929576
"Četverosoban stan sa garažnim mjestom, Mejtaš, Centar - [Iznajmljivanje]",https://olx.ba/artikal/68981653,1350.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,108.0,Polunamješten,4,Centralno (Plin),12.5
PICCOLO GRANDE Izdaje/Stan/Centar/Sip - [Iznajmljivanje],https://olx.ba/artikal/70908574,1350.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,75.0,Namješten,1,Centralno (Plin),18.0
Trosoban namješten stan - Stari grad - Baščaršija - 100 m2 - [Iznajmljivanje],https://olx.ba/artikal/71230745,1400.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,100.0,Namješten,3,Struja,14.0
UNIKOD - Novoopremljeni stanovi blizu SCC (NAJAM) - [Iznajmljivanje],https://olx.ba/artikal/71691335,1400.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,2.0,48.0,Namješten,1,Plin,29.166666666666668
Trosoban Stan - Sarajevo-Stari Grad - 75m2 - [Iznajmljivanje],https://olx.ba/artikal/71499899,1400.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,75.0,Namješten,5,Plin,18.666666666666668
Moderno namješten/Četverosoban stan/Dolac Malta/93m2 - [Iznajmljivanje],https://olx.ba/artikal/70461149,1400.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,4.0,93.0,Namješten,1,Centralno (gradsko),15.053763440860216
Kvart| Stan - Sarajevo - Centar - 85 m2 - [Iznajmljivanje],https://olx.ba/artikal/69018546,1500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,85.0,Nenamješten,4,Centralno (gradsko),17.647058823529413
Stan Sarajevo - Centar 82m2 - [Iznajmljivanje],https://olx.ba/artikal/69412462,1500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,82.0,Namješten,3,Centralno (gradsko),18.29268292682927
Stan Ilidža 76m2 - [Iznajmljivanje],https://olx.ba/artikal/71536571,1500.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,76.0,Namješten,3,Centralno (gradsko),19.73684210526316
"AURA / Flat for Rent/ Stan / 147m2 / Sarajevo, Centar - [Iznajmljivanje]",https://olx.ba/artikal/52139142,1500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,147.0,Namješten,2,Centralno (Plin),10.20408163265306
NN Nekretnine : Trosoban renoviran stan - Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/65510367,1500.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,83.0,Namješten,3,Plin,18.072289156626507
Penthouse - Nova Otoka - 100m2 - [Iznajmljivanje],https://olx.ba/artikal/71499264,1500.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,4.0,100.0,Namješten,10,Centralno (gradsko),15.0
Iznajmljujem Stan Mostarsko Raskrsce - [Iznajmljivanje],https://olx.ba/artikal/71769768,1500.0,Ilidža,Renoviran,Iznajmljivanje,Stan,2.0,70.0,Namješten,1,Plin,21.428571428571427
Centar Bjelave trosoban moderno namješten stan - [Iznajmljivanje],https://olx.ba/artikal/71704712,1500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,85.0,Namješten,1,Plin,17.647058823529413
Stan Sarajevo - Centar 68m2 - [Iznajmljivanje],https://olx.ba/artikal/71731618,1500.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,68.0,Namješten,3,Plin,22.058823529411764
"Polunamješten trosoban stan sa balkonom, 107m2, na Mejtašu - [Iznajmljivanje]",https://olx.ba/artikal/68981767,1500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,107.0,Polunamješten,2,Plin,14.018691588785046
"Stan na Baščaršiji, 94m2 - ZettaNekretnine (iznajmljivanje) - [Iznajmljivanje]",https://olx.ba/artikal/70101487,1500.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,94.0,Namješten,2,Plin,15.95744680851064
Trosoban stan najam Centar Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/68436157,1500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,93.0,Namješten,4,Plin,16.129032258064516
Trosoban vrhunski stan najam Centar Marijin Dvor - [Iznajmljivanje],https://olx.ba/artikal/70929866,1500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,106.0,Namješten,1,Centralno (Plin),14.150943396226417
Centar Marijin Dvor trosoban namješten stan 105m2 pored SCC - [Iznajmljivanje],https://olx.ba/artikal/70794306,1500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,105.0,Namješten,1,Plin,14.285714285714286
Stan Ilidža - [Iznajmljivanje],https://olx.ba/artikal/71550356,1500.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,3.0,90.0,Namješten,10,Centralno (Kotlovnica),16.666666666666668
Stan poslovni prostor Marijin Dvor - Vrazova-izdavanje ili zamjen - [Iznajmljivanje],https://olx.ba/artikal/50059690,1500.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,130.0,Polunamješten,3,Plin,11.538461538461538
Stan Sarajevo - Centar 68m2 - [Iznajmljivanje],https://olx.ba/artikal/71731230,1500.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,68.0,Namješten,3,Plin,22.058823529411764
NN Nekretnine: Trosoban stan - Ilidža - [Iznajmljivanje],https://olx.ba/artikal/56961928,1500.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,3.0,82.0,Namješten,1,Plin,18.29268292682927
Najam Stan Sarajevo - Novi Grad - Otoka - [Iznajmljivanje],https://olx.ba/artikal/71849235,1550.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,,95.0,Namješten,5,Plin,16.31578947368421
Trosoban stan Sarajevo - MEANDER - [Iznajmljivanje],https://olx.ba/artikal/69987910,1550.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,80.0,Namješten,3,Centralno (Kotlovnica),19.375
Trosoban stan najam Ciglane Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71210251,1550.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,80.0,Namješten,3,Centralno (gradsko),19.375
Stan Ilidža 95m2 - [Iznajmljivanje],https://olx.ba/artikal/71535876,1600.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,95.0,Namješten,4,Centralno (gradsko),16.842105263157894
Trosoban namješten stan sa garažom - Centar - 80 m2 - [Iznajmljivanje],https://olx.ba/artikal/61683115,1600.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,80.0,Namješten,1,Centralno (Plin),20.0
Novogradnja Sarajevo Tower trosoban namješten stan 75m2 - [Iznajmljivanje],https://olx.ba/artikal/64578687,1600.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,75.0,Namješten,11,Centralno (Kotlovnica),21.33333333333333
NN Nekretnine : Trosoban luksuzan stan - Marijin Dvor - Centar - [Iznajmljivanje],https://olx.ba/artikal/71291987,1600.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,75.0,Namješten,2,Centralno (gradsko),21.33333333333333
MY SPACE/ Stan/ Grbavica/ RENOVIRAN/ NAMJESTEN/ 72 m2 - [Iznajmljivanje],https://olx.ba/artikal/69126162,1600.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,72.0,Namješten,4,Centralno (gradsko),22.22222222222222
Trosoban namješten stan - Centar - Marijin dvor - 71 m2 - [Iznajmljivanje],https://olx.ba/artikal/71722765,1600.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,71.0,Namješten,2,Centralno (gradsko),22.535211267605632
Pozorište/Centar - Poslovni prostor - CCA 105m2 - [Iznajmljivanje],https://olx.ba/artikal/69792375,1600.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,105.0,Nenamješten,4,Struja,15.238095238095235
"PROSTOR izdaje: Trosoban stan, 89m2, Pofalići - [Iznajmljivanje]",https://olx.ba/artikal/69390659,1650.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,3.0,89.0,Namješten,10,Centralno (gradsko),18.53932584269663
Moderan četverosoban stan - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/69263888,1650.0,Sarajevo - Novo Sarajevo,Za renoviranje,Iznajmljivanje,Stan,4.0,87.0,Namješten,3,Plin,18.96551724137931
NN Nekretnine : Četverosoban stan - Dolac Malta - [Iznajmljivanje],https://olx.ba/artikal/71022487,1650.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,4.0,87.0,Namješten,3,Plin,18.96551724137931
TOTAL PRO / Četverosoban stan 95m2 / Bistrik / Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/58740405,1700.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,95.0,Namješten,3,Centralno (Plin),17.894736842105264
CASA MIA / Četverosoban stan / 92m2 / Dolac Malta / Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/70873964,1700.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,4.0,92.0,Namješten,1,Centralno (gradsko),18.47826086956522
Četverosoban stan TRG AUSTRIJE BISTRIK 95m2 - [Iznajmljivanje],https://olx.ba/artikal/71681761,1700.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,4.0,95.0,Namješten,3,Centralno (Plin),17.894736842105264
Luksuzan Stan 107m2 Stari Grad Najam - [Iznajmljivanje],https://olx.ba/artikal/69809116,1700.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,107.0,Namješten,1,Ostalo,15.88785046728972
Stan Sarajevo - Novo Sarajevo 76m2 - [Iznajmljivanje],https://olx.ba/artikal/62664135,1700.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,76.0,Namješten,8,Centralno (gradsko),22.36842105263158
Trosoban stan najam Centar Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/68801442,1700.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,92.0,Polunamješten,2,Centralno (Plin),18.47826086956522
Dvoetažni stan sa saunom Pehlivanuša/Centar 67m2 - [Iznajmljivanje],https://olx.ba/artikal/68344203,1700.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,67.0,Namješten,5,Centralno (Plin),25.37313432835821
Luksuzan Četverosoban stan Antuna Hangija Centar Sarajevo 135m2 - [Iznajmljivanje],https://olx.ba/artikal/71560420,1700.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,135.0,Namješten,2,Centralno (Plin),12.592592592592592
"PROSTOR izdaje: Kancelarijski poslovni prostor, Marijin Dvor - [Iznajmljivanje]",https://olx.ba/artikal/60657628,1750.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,89.0,Namješten,0,Plin,19.662921348314608
Četverosoban namješten stan - Centar - Marijin dvor - 104 m2 - [Iznajmljivanje],https://olx.ba/artikal/71537680,1800.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,104.0,Namješten,4,Centralno (Plin),17.307692307692307
Izvor Stup Ilidža penthouse sa tri spavaće sobe - [Iznajmljivanje],https://olx.ba/artikal/70680074,1800.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,4.0,105.0,Namješten,7,Plin,17.142857142857142
