title,url,price_numeric,municipality,condition,ad_type,property_type,rooms,square_m2,equipment,level,heating,price_per_m2
TROSOBAN STAN/Socijalno/PRODAJA,https://olx.ba/artikal/69567436,699000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,3.0,91.0,Namješten,12,Centralno (gradsko),7681.318681318681
"Vrlo lijep trosoban stan na odličnoj lokaciji, Pofalići",https://olx.ba/artikal/68219851,699000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,91.0,Namješten,12,Centralno (gradsko),7681.318681318681
Prodaja stan Nova Otoka Sarajevo - Novi Grad,https://olx.ba/artikal/71409098,699999.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,,124.0,Polunamješten,12,Centralno (gradsko),5645.153225806452
Ilidža River Apartman 303,https://olx.ba/artikal/52086019,701800.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,121.0,Namješten,3,Centralno (gradsko),5800.0
MY SPACE/ STAN/ Centar/ 101m2,https://olx.ba/artikal/56943100,707000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,101.0,Nenamješten,2,Centralno (Plin),7000.0
NN Nekretnine : Dvoetažni penthouse 145m2 - Sarajevo Tower,https://olx.ba/artikal/66440777,713195.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,,145.55,Nenamješten,20+,Centralno (gradsko),4900.0
MY SPACE/ Lux stan/ Skenderija/ NOVOGRADNJA/ 71m2,https://olx.ba/artikal/70075494,720000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,71.0,Namješten,3,Centralno (gradsko),10140.845070422536
"Winter Park Residence, Apartman (107m2), Bjelašnica",https://olx.ba/artikal/53510775,726000.0,Trnovo,Novogradnja,Prodaja,Apartman,3.0,107.0,Nenamješten,-3,Struja,6785.046728971963
"PROSTOR prodaje:Trosoban stan sa terasom od 80m2, Stari Grad",https://olx.ba/artikal/66716350,729000.0,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,3.0,77.13,Namješten,4,Centralno (gradsko),9451.575262543758
Stan - Sarajevo - Centar - 118m2 - Prodaja,https://olx.ba/artikal/69385972,730000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,118.0,Nenamješten,2,Plin,6186.440677966101
Dvoetažni Stan Sarajevo - Centar - 150m2,https://olx.ba/artikal/52013602,748000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,,150.0,Nenamješten,0,Plin,4986.666666666667
Stan Sarajevo - Centar - Mejtaš - 137m2 - Prodaja,https://olx.ba/artikal/68804830,750000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,,137.0,Namješten,2,Plin,5474.4525547445255
TOTAL PRO/ Četverosoban stan 87/91 m2 / Mejtaš / Centar,https://olx.ba/artikal/68166771,780000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,87.0,Polunamješten,1,Centralno (gradsko),8965.51724137931
m2: Nova Otoka / Dvoetažni penthouse 119m2 / garaža 22m2,https://olx.ba/artikal/69988264,800000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,4.0,119.0,Namješten,12,Centralno (gradsko),6722.689075630252
"ON TIME prodaje: Penthouse, Petosoban, Breka, Sarajevo",https://olx.ba/artikal/63031815,812070.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,,128.9,Nenamješten,3,Centralno (gradsko),6300.0
Trosoban Stan Sarajevo - Centar - 95m2 - Prodaja,https://olx.ba/artikal/71430527,820000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,95.0,Namješten,1,Plin,8631.578947368422
PETOSOBAN STAN / BREKA HILLS RESIDENCE / PRODAJA,https://olx.ba/artikal/69878776,837850.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,,128.9,Nenamješten,2,Struja,6500.0
UNIKOD - Luksuzan stan 155m2 s pogledom na Predsjedništvo,https://olx.ba/artikal/67056553,840000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,155.0,Namješten,4,Plin,5419.354838709677
Stan/ Stari Grad/ Štrosmajerova/,https://olx.ba/artikal/36330509,850000.0,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,,173.0,Namješten,3,Centralno (Plin),4913.294797687861
Lux Salonski Stan - Sarajevo - Centar - 124m2 - Prodaja,https://olx.ba/artikal/69105303,850000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,124.0,Nenamješten,1,Plin,6854.83870967742
"Moderan penthouse 126 - 171m2, Breka - ZettaNekretnine",https://olx.ba/artikal/65607238,856800.0,Sarajevo - Centar,U izgradnji,Prodaja,Stan,4.0,126.0,Nenamješten,3,Ostalo,6800.0
NN Nekretnine : Četverosoban penthouse - Otoka - novogradnja,https://olx.ba/artikal/64201344,865000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,4.0,160.0,Namješten,11,Centralno (gradsko),5406.25
"Penthaus 124 m2 četverosoban, balkon, LUX novogradnja, Breka",https://olx.ba/artikal/67584585,871220.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,124.0,Nenamješten,3,Struja,7025.967741935484
Luksuzni stan 132 m2 četverosoban BALKON 7 M2 LUX NOVOGRADNJA,https://olx.ba/artikal/67584337,914550.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,132.0,Nenamješten,2,Struja,6928.409090909091
"CASA MIA / Penthouse / 192,53 m2 / Sarajevo Tower",https://olx.ba/artikal/67622950,924144.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,4.0,192.53,Nenamješten,20+,Ostalo,4800.0
NN Nekretnine : Penthouse 192m2 - Sarajevo Tower - novogradnja,https://olx.ba/artikal/66440076,943397.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,,192.0,Nenamješten,20+,Centralno (gradsko),4913.526041666667
NN Nekretnine : Luksuzan stan 100m2 - Sarajevo Tower,https://olx.ba/artikal/70759670,950000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,4.0,100.0,Namješten,7,Centralno (gradsko),9500.0
Sarajevo Tower,https://olx.ba/artikal/70050102,950000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,3.0,100.0,Namješten,7,Ostalo,9500.0
MY SPACE/ LUX STAN/ Dolac Malta/ 97(120) m2,https://olx.ba/artikal/70962088,995000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,4.0,97.0,Namješten,13,Centralno (Plin),10257.731958762886
Stambeno-poslovni objekat | Novogradnja | Doglodi,https://olx.ba/artikal/44988562,1000000.0,Ilidža,U izgradnji,Prodaja,Stan,,1.132,Nenamješten,3,Ostalo,883392.22614841
NN Nekretnine : Troiposoban stan - Vilsonovo šetalište,https://olx.ba/artikal/64074534,1000000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,124.0,Nenamješten,0,Plin,8064.516129032258
m2: Ferhadija / petosoban salonski stan 170m2 / 3. sp,https://olx.ba/artikal/64799227,1000000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,,170.0,Nenamješten,3,Plin,5882.35294117647
Stan Sarajevo - Centar 174m2,https://olx.ba/artikal/70581611,1044000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,,174.0,Polunamješten,2,Plin,6000.0
TN/ Prodaja/ Stan/ Bosmal/ Novi Grad/ Sarajevo/ Hrasno/,https://olx.ba/artikal/56294959,1050000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,4.0,146.0,Namješten,8,Centralno (Kotlovnica),7191.780821917808
"Avenija, Penthouse apartman (205.03m2), Sarajevo - Novi Grad",https://olx.ba/artikal/70280589,1127665.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,,205.03,Nenamješten,12,Struja,5500.0
Prodaje se petosoban stan / Centar / Maršala Tita,https://olx.ba/artikal/70430735,1134000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,,188.0,Polunamješten,4,Plin,6031.914893617021
"Avenija - Iznajmljen Penthouse (207,25m2), Sarajevo - Novi Grad",https://olx.ba/artikal/71477405,1139875.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,,207.25,Nenamješten,12,Struja,5500.0
"Luksuzan dvoetažni stan, 210m2, strogi centar - ZettaNekretnine",https://olx.ba/artikal/70169457,1160000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,4.0,210.0,Namješten,4,Centralno (gradsko),5523.809523809524
Četverosoban namješten stan u Bosmalu /203m2,https://olx.ba/artikal/65111911,1191000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,4.0,203.0,Namješten,9,Centralno (gradsko),5866.995073891626
"Luxsuzan stan- Bosmal Prodaja 5,900 KM /m2",https://olx.ba/artikal/60634272,1191000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,4.0,203.0,Namješten,9,Centralno (gradsko),5866.995073891626
MY SPACE/ Stan/ Ferhadija/ RENOVIRAN/ NAMJESTEN/ 201 m2,https://olx.ba/artikal/71520386,1300000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,,201.0,Namješten,1,Centralno (Plin),6467.661691542288
Višesoban stan Breka prodaja,https://olx.ba/artikal/71029530,1400000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,,261.0,Polunamješten,1,Centralno (Plin),5363.984674329502
Novogradnja- Novi Grad-Sarajevo 44.72 m2,https://olx.ba/artikal/68889123,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,44.72,Nenamješten,1,Ostalo,
PETOSOBAN STAN / Centar / PRODAJA,https://olx.ba/artikal/71874630,,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,,66.5,Nenamješten,6,Centralno (gradsko),
"Novogradnja Dolac Malta 47m2, 48m2, 57m2, 73m2.",https://olx.ba/artikal/52248544,,Sarajevo - Novo Sarajevo,U izgradnji,Prodaja,Apartman,3.0,57.16,Nenamješten,5,Ostalo,
"Avenija, Penthouse apartman (244m2), Sarajevo - Novi Grad - [Iznajmljivanje]",https://olx.ba/artikal/63592595,,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,,244.64,Nenamješten,12,Struja,
"Dolac Malta Novogradnja Garsonjere 26m2, 27m2 i 30m2",https://olx.ba/artikal/55260889,,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Apartman,,27.35,Nenamješten,2,Ostalo,
"NOVOGRADNJA / PRODAJA / VRTOVI RIVERINE / 48 - 89m2,",https://olx.ba/artikal/62760292,,Ilidža,Novogradnja,Prodaja,Stan,2.0,61.0,Nenamješten,5,Plin,
CAPITAL/ Stan sa parking mjestom Bare-Šip/ 50m2/ 2.sprat,https://olx.ba/artikal/71508834,,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,50.0,Namješten,2,Centralno (Plin),
NN Nekretnine : Trosoban namješten stan - Šip - Centar,https://olx.ba/artikal/71537164,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,72.0,Namješten,3,Plin,
Trosoban stan - 70.39 m2 - Novogradnja Dobrinja,https://olx.ba/artikal/71736858,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,3.0,70.39,Nenamješten,4,Struja,
"Novogradnja Sarajevo Novi Grad 59,59m2",https://olx.ba/artikal/56286177,,Sarajevo - Novi Grad,U izgradnji,Prodaja,Stan,2.0,59.59,Nenamješten,5,Ostalo,
EMBRA prodaje: DUBAI Novogradnja,https://olx.ba/artikal/71458177,,Sarajevo - Stari Grad,Novogradnja,Prodaja,Stan,3.0,100.0,Polunamješten,20+,Struja,
"Novogradnja Sarajevo dvosoban stan Dobrinja 61,53m2",https://olx.ba/artikal/53363210,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,61.53,Nenamješten,4,Ostalo,
Novogradnja Novi Grad 49.96 m2,https://olx.ba/artikal/62137459,,Sarajevo - Novi Grad,U izgradnji,Prodaja,Stan,2.0,38.28,Nenamješten,3,Ostalo,
Novogradnja / Vrtovi Riverine / 90m2 - DODATNE POGODNOSTI,https://olx.ba/artikal/71616235,,Ilidža,Novogradnja,Prodaja,Stan,3.0,90.0,Nenamješten,7,Plin,
Stan Sarajevo - Centar 144m2/ Novogradnja/ Park Residence,https://olx.ba/artikal/68810469,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,144.0,Polunamješten,2,Struja,
Novogradnja Sarajevo Dobrinja stanovi 81m2,https://olx.ba/artikal/51544649,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Apartman,3.0,81.61,Nenamješten,3,Ostalo,
Novogradnja Sarajevo Novi Grad Stan 71.69m2,https://olx.ba/artikal/58276171,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,3.0,71.69,Namješten,2,Ostalo,
Novogradnja Sarajevo Centar 36.68m2,https://olx.ba/artikal/52251445,,Sarajevo - Centar,Novogradnja,Prodaja,Apartman,,36.51,Nenamješten,5,Ostalo,
PRODAJA/STAN/SARAJEVO/CENTAR/BOLNIČKA 32-59m2(70)2balk. 2.sprat,https://olx.ba/artikal/70167998,,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,59.0,Polunamješten,2,Centralno (gradsko),
Useljivi stanovi 58- 100 m2 Sarajevo - Centar,https://olx.ba/artikal/65253906,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,73.0,Nenamješten,3,Centralno (Plin),
DVOSOBAN APARTMAN/Bjelašnica/Babin Do/NOVOGRADNJA,https://olx.ba/artikal/65320205,,Trnovo,Novogradnja,Prodaja,Apartman,2.0,52.24,Nenamješten,1,Centralno (Plin),
"STELLA / NOVOGRADNJA / Štinji Do, BJELAŠNICA / PRODAJA",https://olx.ba/artikal/71318370,,Trnovo,Novogradnja,Prodaja,Apartman,2.0,37.88,Nenamješten,3,Struja,
Stan Sarajevo / Centar / Marijin Dvor / najam / 75m2 / parking - [Iznajmljivanje],https://olx.ba/artikal/70363205,1700.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,75.0,Namješten,2,Centralno (gradsko),22.666666666666668
TROSOBAN STAN / Centar / PRODAJA,https://olx.ba/artikal/70269786,,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,85.0,Nenamješten,4,Plin,
DVOSOBAN APARTMAN/Bjelašnica/Babin Do/NOVOGRADNJA,https://olx.ba/artikal/70004919,,Trnovo,Novogradnja,Prodaja,Apartman,2.0,52.84,Namješten,4,Centralno (Plin),
TROSOBAN STAN / Stari Grad / PRODAJA,https://olx.ba/artikal/67715591,,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,3.0,83.38,Namješten,2,Plin,
DVOSOBAN APARTMAN/Bjelašnica/Babin Do/NOVOGRADNJA,https://olx.ba/artikal/70005317,,Trnovo,Novogradnja,Prodaja,Apartman,2.0,45.0,Namješten,2,Struja,
TROSOBAN STAN/CENTAR/TERASA 9m2/adaptiran/66m2,https://olx.ba/artikal/68184120,,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,66.0,Namješten,3,Centralno (Plin),
"BREKA HILLS RESIDENCE / NOVOGRADNJA / CENTAR, Sarajevo / PRODAJA",https://olx.ba/artikal/67846993,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,38.45,Nenamješten,0,Struja,
Stan Sarajevo - Stari Grad - Mihrivode - 80m2 - [Iznajmljivanje],https://olx.ba/artikal/71854398,,Sarajevo - Stari Grad,Novogradnja,Iznajmljivanje,Stan,3.0,80.0,Namješten,1,Plin,
BIRO HM \ Moj kvart Stanovi Socijalno Novo Sarajevo,https://olx.ba/artikal/66900772,,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,1.0,57.0,Namješten,20+,Struja,
NN Nekretnine : Dvosoban stan - Dobrinja / novogradnja,https://olx.ba/artikal/71400525,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,58.7,Nenamješten,1,Centralno (Kotlovnica),
Bulevar stan na dan sa garažom - [Iznajmljivanje],https://olx.ba/artikal/71471788,,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,4.0,65.0,Namješten,4,Centralno (Kotlovnica),
"Vrtovi Sunca, trosoban stan, 256000-325000",https://olx.ba/artikal/65189330,,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,72.0,Nenamješten,1,Plin,
Stanovi i apartmani Sarajevo - Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/71317051,,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,1.0,50.0,Namješten,0,Plin,
"Novogradnja - Stan - Stanovi od 38 - 108 m2, Sarajevo - Centar",https://olx.ba/artikal/54939521,,Sarajevo - Centar,U izgradnji,Prodaja,Stan,,103.88,Nenamješten,6,Ostalo,
"Apartman Bjelašnica dvoetažni 45,91 m2",https://olx.ba/artikal/61741523,,Trnovo,Novogradnja,Prodaja,Apartman,2.0,45.91,Nenamješten,1,Plin,
NOVO MOJMILO Apartman L2 212,https://olx.ba/artikal/62510918,,Ilidža,Novogradnja,Prodaja,Apartman,1.0,43.0,Nenamješten,2,Struja,
"Ilidza, Stup, komforan opremljen stan od 115 m2! - [Iznajmljivanje]",https://olx.ba/artikal/63298628,,Ilidža,Renoviran,Iznajmljivanje,Stan,3.0,115.0,Namješten,1,Struja,
"PARK RESIDENCE, Novogradnja, Sarajevo",https://olx.ba/artikal/57714871,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,66.98,Nenamješten,3,Centralno (Kotlovnica),
Stan/ CENTAR/ 97m2/ Cobanija/ Sarajevo/,https://olx.ba/artikal/70801031,,Ilidža,Dobro stanje,Prodaja,Stan,4.0,97.0,Namješten,1,Plin,
"100913 Garsonjera za najam 26m2, Buća Potok - [Iznajmljivanje]",https://olx.ba/artikal/71853885,,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,,26.0,Nenamješten,2,Struja,
"Trosoban stan, Koševsko brdo, CENTAR | Sky Nekretnine",https://olx.ba/artikal/59146050,,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,3.0,47.0,Polunamješten,2,Ostalo,
Stan u centru Sarajeva,https://olx.ba/artikal/71213231,,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,77.0,Namješten,2,Plin,
Novogradnja Čengić Vila - stan (39 - 99 m2) Sarajevo | VilaNova,https://olx.ba/artikal/65784692,,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,2.0,42.0,Nenamješten,5,Struja,
Stan Sarajevo - Novo Sarajevo 48m2 - [Iznajmljivanje],https://olx.ba/artikal/71349478,,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,48.0,Namješten,15,Centralno (gradsko),
Prodaja stan Sarajevo Tower - Novo Sarajevo,https://olx.ba/artikal/65763993,,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,4.0,148.0,Namješten,20+,Ostalo,
Stan Sarajevo - Džidžikovac renoviran 99.5 m2,https://olx.ba/artikal/71599885,,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,4.0,100.0,Nenamješten,1,Plin,
Prodaja renoviran stan Sarajevo - Novo Sarajevo,https://olx.ba/artikal/71649706,,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,4.0,71.0,Nenamješten,15,Centralno (gradsko),
Apartman Bjelasnica - Vila Smuk - [Iznajmljivanje],https://olx.ba/artikal/50347495,,Trnovo,Novogradnja,Iznajmljivanje,Apartman,2.0,52.0,Namješten,2,Struja,
Stan Babin Do - [Iznajmljivanje],https://olx.ba/artikal/71837388,,Trnovo,Novogradnja,Iznajmljivanje,Apartman,3.0,53.0,Namješten,1,Plin,
PRODAJA - STAN 64 m2 - DOBRINJA,https://olx.ba/artikal/70439081,,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,2.0,64.0,Nenamješten,0,Centralno (gradsko),
"Centar, Residence Mejtaš, trosoban stan od 67 m2, prodaja!",https://olx.ba/artikal/65619366,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,67.0,Nenamješten,4,Struja,
"Centar , Čobanija, cetverosoban stan sa garazom na prodaju!",https://olx.ba/artikal/70932805,,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,106.0,Nenamješten,1,Centralno (gradsko),
"Centar , Residence Mejtas , četverosoban stan 118 m2, prodaja!",https://olx.ba/artikal/65619491,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,118.0,Nenamješten,0,Struja,
"Ilidza , Luzani, dvoiposoban stan na prodaju!",https://olx.ba/artikal/68813134,,Ilidža,Za renoviranje,Prodaja,Stan,3.0,61.0,Nenamješten,1,Centralno (gradsko),
"Centar, Residence Mejtas , trosoban stan od 90 m2, prodaja!",https://olx.ba/artikal/65619421,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,90.0,Nenamješten,2,Struja,
"Centar , Skenderija , novogradnja, dvoetazni stan na prodaju!",https://olx.ba/artikal/65346066,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,,174.0,Nenamješten,5,Centralno (Plin),
"Centar , Kemal Begova , stan od 72 m2 na prodaju!",https://olx.ba/artikal/70608603,,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,72.0,Polunamješten,0,Plin,
Apartman na Bjelašnici -Merak - [Iznajmljivanje],https://olx.ba/artikal/71673053,,Trnovo,Novogradnja,Iznajmljivanje,Apartman,,29.0,Namješten,1,Plin,
NOVOGRADNJA - STANOVI - ILIJAŠ 38m2 - 66 m2,https://olx.ba/artikal/54791426,,Ilijaš,Novogradnja,Prodaja,Stan,1.0,38.0,Nenamješten,5,Centralno (gradsko),
Stan Sarajevo - Stari Grad 33m2 kod Pivare - [Iznajmljivanje],https://olx.ba/artikal/71796866,,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,,33.0,Namješten,0,Centralno (Plin),
"Ilidža , Stup , jednosoban namješten stan! - [Iznajmljivanje]",https://olx.ba/artikal/71849478,,Ilidža,Novogradnja,Iznajmljivanje,Stan,1.0,33.0,Namješten,12,Centralno (Kotlovnica),
Stan Grbavica Zagrebačka,https://olx.ba/artikal/70466923,,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,56.6,Polunamješten,0,Centralno (gradsko),
Stan Skenderija 2 ban Iznajmljujem Luksuzan Nov namjesten - [Iznajmljivanje],https://olx.ba/artikal/57716261,,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,2.0,56.0,Namješten,2,Centralno (Plin),
"Centar , Residence Mejtas, dvosoban stan od 57 m2, prodaja!",https://olx.ba/artikal/65619179,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,57.0,Nenamješten,2,Struja,
Stan Ilijaš,https://olx.ba/artikal/71875916,,Ilijaš,Novogradnja,Prodaja,Stan,2.0,51.0,Namješten,0,Centralno (gradsko),
NN Nekretnine : Trosoban stan - Bistrik - Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/64750279,,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,95.0,Namješten,2,Plin,
Stan 50 m2/ Hadžići,https://olx.ba/artikal/70689536,,Hadžići,Parcijalno renoviran,Prodaja,Stan,2.0,50.0,Namješten,3,Plin,
NOVOGRADNJA | Sarajevo Waves 4 | 105-124 m2,https://olx.ba/artikal/41016622,,Ilidža,Novogradnja,Prodaja,Stan,3.0,105.0,Nenamješten,1,Struja,
Stan - Sarajevo - Stari Grad - 100m2 - [Iznajmljivanje],https://olx.ba/artikal/68478483,,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,100.0,Namješten,1,Plin,
Stan Sarajevo - Centar -M.Dvor - 110m2 - [Iznajmljivanje],https://olx.ba/artikal/71428959,,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,110.0,Namješten,3,Plin,
"Stan Sarajevo - Otoka, Adaptiran stan",https://olx.ba/artikal/71328334,,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,77.0,Namješten,16,Centralno (gradsko),
NOVO MOJMILO Apartman L2 107,https://olx.ba/artikal/62510649,,Ilidža,Novogradnja,Prodaja,Apartman,2.0,60.37,Nenamješten,1,Struja,
Stan Sarajevo - Stari Grad - parking,https://olx.ba/artikal/69099173,,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,3.0,67.0,Namješten,1,Struja,
"Vrtovi Sunca, četverosoban stan, 300000KM -335000KM",https://olx.ba/artikal/65189472,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,80.0,Nenamješten,3,Plin,
Stan Sarajevo - Grbavica 78m2,https://olx.ba/artikal/61068118,,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,78.0,Nenamješten,6,Plin,
Stan Koševsko brdo,https://olx.ba/artikal/70414601,,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,47.0,Namješten,2,Struja,
Top stan-Zamjena za kuću ili poslovni prostor,https://olx.ba/artikal/49644941,,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,62.0,Namješten,3,Centralno (gradsko),
Stan Sarajevo - Dobrinja 35m2 - IZNAJMLJIVANJE - [Iznajmljivanje],https://olx.ba/artikal/71820582,,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,,35.0,Namješten,0,Centralno (gradsko),
Stan Sarajevo - Centar 80m2 - [Iznajmljivanje],https://olx.ba/artikal/71747633,,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,80.0,Namješten,1,Centralno (Kotlovnica),
Stan Ilidža,https://olx.ba/artikal/71599584,,Ilidža,Novogradnja,Prodaja,Stan,3.0,130.0,Namješten,9,Centralno (Kotlovnica),
Luksuzan renoviran četverosoban stan Dolac Malta,https://olx.ba/artikal/62790632,,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,4.0,91.0,Nenamješten,8,Centralno (gradsko),
Stan Sarajevo Waves,https://olx.ba/artikal/68357532,,Ilidža,Novogradnja,Prodaja,Stan,3.0,105.0,Nenamješten,5,Ostalo,
Renoviran stan Titova ulica Sarajevo,https://olx.ba/artikal/68347600,,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,90.0,Nenamješten,2,Plin,
Prodaja-Nova Otoka/Sarajevo 51m2,https://olx.ba/artikal/71104256,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,51.0,Namješten,11,Centralno (Kotlovnica),
"LUKSUZNA NOVOGRADNJA,CENTAR! Dvosoban stan 43-56m2",https://olx.ba/artikal/66720113,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,43.0,Nenamješten,-1,Ostalo,
STAN ILIDZA (ZAMJENA ZA HADZICE),https://olx.ba/artikal/71853582,,Ilidža,Novogradnja,Prodaja,Stan,1.0,38.0,Namješten,1,Centralno (Plin),
"STAN MEJTAŠ 126m2, parking, bašta, podrum 50m2",https://olx.ba/artikal/69709204,,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,,126.0,Nenamješten,0,Plin,
NN Nekretnine : Novogradnja Rajlovac - Sarajevo,https://olx.ba/artikal/60098708,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,62.0,Nenamješten,1,Ostalo,
NN Nekretnine : Jednosoban stan 38m2 - Centar - novogradnja,https://olx.ba/artikal/65774872,,Sarajevo - Centar,Novogradnja,Prodaja,Stan,1.0,38.12,Nenamješten,1,Ostalo,
NN Nekretnine : Novogradnja - Dobrinja,https://olx.ba/artikal/61072453,,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,82.0,Nenamješten,2,Centralno (Kotlovnica),
