url,latitude,longitude
https://olx.ba/artikal/70753974,43.845837,18.392925
https://olx.ba/artikal/63383244,43.853698,18.389858
https://olx.ba/artikal/64753782,,
https://olx.ba/artikal/66073648,,
https://olx.ba/artikal/71783507,43.810489,18.320269
https://olx.ba/artikal/67355561,43.850209,18.360114
https://olx.ba/artikal/71236637,43.855091,18.386166
https://olx.ba/artikal/69840108,43.855461,18.432763
https://olx.ba/artikal/69555370,,
https://olx.ba/artikal/66395566,43.849673,18.360477
https://olx.ba/artikal/71579253,,
https://olx.ba/artikal/55925466,43.855143,18.386564
https://olx.ba/artikal/71847113,43.855066,18.386445
https://olx.ba/artikal/71742727,43.860917,18.422396
https://olx.ba/artikal/70739318,,
https://olx.ba/artikal/71575988,43.830269,18.29974
https://olx.ba/artikal/71753092,43.854921,18.38681
https://olx.ba/artikal/71576900,,
https://olx.ba/artikal/70990502,43.862581,18.426908
https://olx.ba/artikal/63805577,43.858141,18.412309
https://olx.ba/artikal/71629043,43.830618,18.307736
https://olx.ba/artikal/71742551,43.860917,18.422396
https://olx.ba/artikal/70962299,43.855472,18.408616
https://olx.ba/artikal/71785933,43.879059,18.415535
https://olx.ba/artikal/71380220,,
https://olx.ba/artikal/71593529,43.860295,18.425753
https://olx.ba/artikal/69116412,43.840658,18.323159
https://olx.ba/artikal/70873744,43.850013,18.360511
https://olx.ba/artikal/71418229,43.849818,18.361967
https://olx.ba/artikal/69489864,43.855317,18.423984
https://olx.ba/artikal/67847238,43.855539,18.43114
https://olx.ba/artikal/71633671,,
https://olx.ba/artikal/71354623,,
https://olx.ba/artikal/69431444,43.863134,18.414217
https://olx.ba/artikal/71095806,43.855282,18.386361
https://olx.ba/artikal/71608673,43.849692,18.360457
https://olx.ba/artikal/54073602,43.861672,18.414677
https://olx.ba/artikal/48781768,43.859875,18.427123
https://olx.ba/artikal/69489967,,
https://olx.ba/artikal/69426950,,
https://olx.ba/artikal/68981653,43.863848,18.425823
https://olx.ba/artikal/70908574,43.88162,18.397215
https://olx.ba/artikal/71691335,43.858021,18.409987
https://olx.ba/artikal/69018546,43.858639,18.422497
https://olx.ba/artikal/70461149,43.853181,18.380908
https://olx.ba/artikal/71536571,43.83859,18.297411
https://olx.ba/artikal/52139142,43.857564,18.414937
https://olx.ba/artikal/71230745,,
https://olx.ba/artikal/71499899,,
https://olx.ba/artikal/65510367,43.861985,18.425225
https://olx.ba/artikal/69412462,,
https://olx.ba/artikal/71499264,43.84995,18.361459
https://olx.ba/artikal/71769768,43.850804,18.239513
https://olx.ba/artikal/71704712,43.862521,18.417075
https://olx.ba/artikal/71731618,,
https://olx.ba/artikal/68981767,43.862179,18.421603
https://olx.ba/artikal/70101487,43.859573,18.432779
https://olx.ba/artikal/68436157,43.862729,18.41308
https://olx.ba/artikal/70929866,,
https://olx.ba/artikal/70794306,43.856926,18.407712
https://olx.ba/artikal/71550356,43.830618,18.307736
https://olx.ba/artikal/50059690,43.856214,18.411982
https://olx.ba/artikal/71731230,43.856652,18.417322
https://olx.ba/artikal/56961928,43.830491,18.295093
https://olx.ba/artikal/71849235,43.851349,18.36179
https://olx.ba/artikal/69987910,43.847012,18.360849
https://olx.ba/artikal/71210251,43.865634,18.409371
https://olx.ba/artikal/71535876,43.83859,18.297411
https://olx.ba/artikal/61683115,43.860771,18.412899
https://olx.ba/artikal/64578687,43.854986,18.38634
https://olx.ba/artikal/71291987,43.859493,18.408411
https://olx.ba/artikal/69126162,,
https://olx.ba/artikal/71722765,43.85964,18.408836
https://olx.ba/artikal/69390659,,
https://olx.ba/artikal/69792375,43.857437,18.421666
https://olx.ba/artikal/69263888,43.852483,18.376345
https://olx.ba/artikal/71022487,43.8524,18.374516
https://olx.ba/artikal/58740405,43.855461,18.432763
https://olx.ba/artikal/70873964,43.853485,18.383226
https://olx.ba/artikal/71681761,43.856416,18.429719
https://olx.ba/artikal/62664135,,
https://olx.ba/artikal/69809116,43.860365,18.434471
https://olx.ba/artikal/71560420,,
https://olx.ba/artikal/68801442,43.854785,18.420034
https://olx.ba/artikal/60657628,,
https://olx.ba/artikal/68344203,43.861195,18.424551
https://olx.ba/artikal/70993975,,
https://olx.ba/artikal/71537680,43.857887,18.407488
https://olx.ba/artikal/70680074,43.842848,18.325619
https://olx.ba/artikal/65007807,43.829112,18.308259
https://olx.ba/artikal/66013761,43.855612,18.416933
https://olx.ba/artikal/71499098,43.86425,18.414399
https://olx.ba/artikal/70751699,43.858865,18.4212
https://olx.ba/artikal/71286816,,
